feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,target
-0.22113279161642146,-1.1935915640340178,-0.36917155993589523,-2.5603875976926247,-0.8063284957624368,0.6078803331197599,1.7338831383786082,-0.25111442753487734,-1.6055691093903686,2.004652926974493,1.2773740385132224,2.4490620488075265,0.798668770071483,0.31193468443281924,-0.16724880347554888,-0.8707261914741266,-0.27104411676163753,-1.1398747679139924,-0.8418169179160752,0.5165284682016036,0
-1.5472239932781757,0.773266214763601,-2.283838234141722,3.276933049027658,1.405041183893694,-0.6738220777596537,-0.8754185044450941,2.8636384540426185,-0.18271924106714774,2.8571984528080883,0.09298186220498811,-1.6228685234004179,0.11789729420027717,0.07676934116916112,0.5245430999186388,2.728880967956412,0.2261861703274599,3.3678723606543524,0.15141433303671437,2.2111473180369963,0
0.5890230796419218,0.580421940096241,-0.564948055037954,1.5865219458727853,1.5453807400859143,0.3974040328868454,0.04573912900266335,1.0371106878318128,0.4621424695172897,-4.619605848009497,-1.0478663059889717,-1.9114215717931684,-0.13945027691202505,0.36663353607159405,0.14685812722373756,-3.7814838715387236,2.364864371526994,3.105184235358063,-3.1541182455412002,-1.0696141058214776,0
-2.026023448476509,-0.6472934525843181,1.055517157705762,0.547164075603217,-3.2251893103345495,-0.8075949276176789,-0.274984386289914,0.29428965958563014,9.391403482053345,-4.464905825322177,-0.0333594993899537,-5.616602349583155,1.0850735768203692,0.472264140659569,2.274378340762341,-0.19648578294441588,1.6109944453449143,9.488017870025297,-5.750039427736003,3.5548278963298356,1
-1.0649940973212704,1.8734151236121512,1.3131094747053538,0.6681543637057406,-0.06955781598956579,-0.9645063932627689,1.08321774810704,-4.40909492936967,-0.2762232656026002,-4.22024529058529,0.8415502815234793,5.149193596489363,-4.452557662608358,2.34612933820814,-3.036125438144149,-5.738072775882769,-2.9856606292507024,-3.166883606561165,6.6123162175154855,-0.42361102084953295,1
0.28889514356539353,0.004862254933591338,-0.5524211564798529,2.3605972504137176,-2.302204780842901,0.8214083231002738,1.2102520199134048,1.7415127453181933,1.8215867503778778,-1.4761778108285915,-0.21506926381600766,-1.1691951615284544,-0.8913160199380352,0.6603216502755576,2.9466934729734007,0.5415407579099571,-0.13519985533561607,2.739202160623946,-1.0027668699764238,-0.27861023919938743,1
0.16492143792507125,0.1780105259259068,-1.4395916383820109,3.401469267582651,-0.008627306001838253,0.7061143306804705,1.1078403000269388,-0.4428710666082029,-1.4714874281971229,-0.27082583363249063,-0.2900385438891823,2.357635735935262,-1.2210228295863652,-1.329188538497571,1.4147135320696973,-0.45228640384308766,1.3746105201156211,-2.8989250114299954,5.69126020827101,1.0170273026505103,1
-0.7837601693701695,0.7828775531887718,-0.018244487876780124,-1.5651269438150957,1.3426698366712257,1.164034397248306,-0.02127284963109477,-0.32523719071664464,0.48206259590983097,1.9419981998108518,0.14433733724970335,1.4540141129383855,-1.9412332998194475,1.218362994407876,-3.817085042959654,-0.8141453138585966,-1.3340361656964432,0.26182173788937674,1.7680818272320362,1.4777297855222908,0
-1.3697764892591158,0.4886951457474786,1.20843634458021,-0.3828313347508051,0.7999412101382201,0.5692578552242005,-1.2416200616581716,-0.7904195360032533,4.027729510210112,-0.21121538003892973,1.0316231128716402,0.11893700396043039,2.005605663364136,1.8215864420084718,-3.9958828336470367,-0.462925754647478,2.4900513287630943,3.013616325548175,-0.5621664182119247,3.266318173725219,0
-0.5503535878198212,1.4236311818185134,2.3934538006435044,2.0279680373791837,-1.196116964848657,0.8433834529907315,-1.9404302255083603,1.8439419447358238,1.31272969654739,-1.4791127577261072,-0.5678631472514148,0.019433173709762053,0.18100761194921944,0.24017258345356018,1.200647310901964,-0.46265218107602957,-0.6482160174153018,1.0446600988815116,-0.5991448364612914,-1.7047976455802965,1
